method,task_category,sample_count,assessor_calls_mean,assessor_latency_mean,duplicate_url_rate_mean,fanout_faithfulness_to_user_query_mean,fanout_overpersonalization_risk_mean,fanout_persona_field_use_mean,fanout_query_diversity_mean,fanout_query_specificity_mean,fanout_search_realism_mean,final_actionability_without_overclaiming_mean,final_citation_support_mean,final_contradiction_with_evidence_mean,final_domain_safety_mean,final_evidence_usage_quality_mean,final_groundedness_mean,final_intent_satisfaction_mean,final_missing_constraint_awareness_mean,final_non_genericness_mean,final_overpersonalization_mean,final_personalization_target_use_mean,final_safety_mean,final_specificity_mean,final_thoughtfulness_mean,final_uncertainty_calibration_mean,final_unsupported_claim_risk_mean,planner_calls_mean,realized_k_mean,retrieval_constraint_coverage_mean,retrieval_disconfirming_coverage_mean,retrieval_distractor_robustness_mean,retrieval_evidence_relevance_mean,retrieval_result_persona_fit_mean,retrieval_source_quality_mean,retrieval_unsafe_or_overpersonalized_retrieval_risk_mean,search_latency_mean,synthesis_calls_mean,synthesis_latency_mean,tavily_calls_mean,total_latency_mean,total_llm_calls_mean,total_retrieved_context_size_mean,total_synthesis_context_size_mean,unique_domains_mean,unique_urls_mean,assessor_calls_sem,assessor_latency_sem,duplicate_url_rate_sem,fanout_faithfulness_to_user_query_sem,fanout_overpersonalization_risk_sem,fanout_persona_field_use_sem,fanout_query_diversity_sem,fanout_query_specificity_sem,fanout_search_realism_sem,final_actionability_without_overclaiming_sem,final_citation_support_sem,final_contradiction_with_evidence_sem,final_domain_safety_sem,final_evidence_usage_quality_sem,final_groundedness_sem,final_intent_satisfaction_sem,final_missing_constraint_awareness_sem,final_non_genericness_sem,final_overpersonalization_sem,final_personalization_target_use_sem,final_safety_sem,final_specificity_sem,final_thoughtfulness_sem,final_uncertainty_calibration_sem,final_unsupported_claim_risk_sem,planner_calls_sem,realized_k_sem,retrieval_constraint_coverage_sem,retrieval_disconfirming_coverage_sem,retrieval_distractor_robustness_sem,retrieval_evidence_relevance_sem,retrieval_result_persona_fit_sem,retrieval_source_quality_sem,retrieval_unsafe_or_overpersonalized_retrieval_risk_sem,search_latency_sem,synthesis_calls_sem,synthesis_latency_sem,tavily_calls_sem,total_latency_sem,total_llm_calls_sem,total_retrieved_context_size_sem,total_synthesis_context_size_sem,unique_domains_sem,unique_urls_sem
fixed_k1,technical_explanation,6,0.0000,0.0000,0.0000,4.8333,1.0000,1.1667,1.0000,2.1667,4.1667,3.1667,5.0000,1.0000,4.6667,4.6667,4.3333,2.1667,2.6667,2.3333,1.0000,2.1667,4.6667,2.8333,0.0000,3.8333,1.5000,1.0000,1.0000,2.3333,5.0000,5.0000,4.5000,2.6667,4.1667,5.0000,5.5853,1.0000,10.2707,1.0000,28.1624,2.0000,6893.0000,6893.0000,5.0000,5.0000,0.0000,0.0000,0.0000,0.1667,0.0000,0.1667,0.0000,0.1667,0.3073,0.4773,0.0000,0.0000,0.3333,0.2108,0.3333,0.4773,0.6667,0.4216,0.0000,0.4773,0.3333,0.4014,0.0000,0.4014,0.2236,0.0000,0.0000,0.4216,0.0000,0.0000,0.3416,0.4944,0.3073,0.0000,1.1816,0.0000,0.7989,0.0000,1.6270,0.0000,41.4849,41.4849,0.0000,0.0000
fixed_k1,travel_dining,6,0.0000,0.0000,0.0000,5.0000,1.0000,1.1667,1.0000,2.3333,4.8333,3.5000,5.0000,1.0000,3.3333,5.0000,4.8333,2.1667,3.1667,3.0000,1.6667,1.8333,3.3333,3.1667,0.0000,3.5000,1.1667,1.0000,1.0000,1.8333,5.0000,5.0000,3.8333,1.6667,4.1667,5.0000,10.8587,1.0000,10.5585,1.0000,38.3330,2.0000,6967.8333,6967.8333,5.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1667,0.0000,0.2108,0.1667,0.4282,0.0000,0.0000,0.7601,0.0000,0.1667,0.4773,0.7491,0.3651,0.6667,0.4014,0.6667,0.3073,0.0000,0.6708,0.1667,0.0000,0.0000,0.3073,0.0000,0.0000,0.5426,0.4216,0.5426,0.0000,2.4058,0.0000,0.6187,0.0000,4.9851,0.0000,237.1178,237.1178,0.0000,0.0000
fixed_k2,current_rule_limit_lookup,6,0.0000,0.0000,0.0833,4.5000,1.3333,2.6667,2.5000,3.3333,4.5000,3.5000,5.0000,1.0000,2.8333,5.0000,5.0000,2.6667,3.5000,3.3333,1.8333,3.0000,2.8333,3.5000,0.0000,3.6667,1.0000,1.0000,2.0000,3.5000,5.0000,5.0000,4.0000,4.0000,4.5000,5.0000,12.6222,1.0000,7.3913,2.0000,34.3720,2.0000,12274.6667,11308.0000,8.5000,9.1667,0.0000,0.0000,0.0401,0.3416,0.3333,0.3333,0.3416,0.5578,0.2236,0.4282,0.0000,0.0000,0.5426,0.0000,0.0000,0.4216,0.5000,0.4216,0.5426,0.4472,0.5426,0.4282,0.0000,0.4944,0.0000,0.0000,0.0000,0.7188,0.0000,0.0000,0.6325,0.6325,0.3416,0.0000,2.6851,0.0000,0.9741,0.0000,3.8849,0.0000,753.9270,615.5904,0.5627,0.4014
fixed_k2,financial_concept_explanation,6,0.0000,0.0000,0.0667,4.8333,1.3333,3.6667,3.3333,4.0000,4.8333,4.1667,5.0000,1.0000,3.6667,4.6333,4.6333,3.5000,3.8333,4.0000,1.1667,3.8333,3.8333,4.3333,0.0000,4.0000,1.4167,1.0000,2.0000,4.5000,5.0000,5.0000,4.8333,4.8333,4.8333,5.0000,14.4912,1.0000,9.4668,2.0000,36.8611,2.0000,11793.1667,10900.6667,9.3333,9.3333,0.0000,0.0000,0.0211,0.1667,0.3333,0.3333,0.3333,0.2582,0.1667,0.1667,0.0000,0.0000,0.4216,0.2028,0.2028,0.3416,0.1667,0.3651,0.1667,0.4014,0.4773,0.2108,0.0000,0.0000,0.2007,0.0000,0.0000,0.3416,0.0000,0.0000,0.1667,0.1667,0.1667,0.0000,3.1008,0.0000,0.4489,0.0000,3.1248,0.0000,66.6830,268.4423,0.2108,0.2108
fixed_k2,financial_decision_strategy,6,0.0000,0.0000,0.0333,5.0000,1.1667,3.0000,2.6667,3.6667,4.0000,3.3333,5.0000,1.0000,2.6667,4.6667,4.5000,2.6667,2.6667,3.3333,1.5000,2.5000,2.8333,3.3333,0.0000,3.0000,1.5000,1.0000,2.0000,3.1667,5.0000,5.0000,4.2500,3.5000,4.4167,4.8333,12.2161,1.0000,10.1706,2.0000,38.2359,2.0000,12010.5000,11552.0000,8.6667,9.6667,0.0000,0.0000,0.0333,0.0000,0.1667,0.5164,0.3333,0.2108,0.0000,0.2108,0.0000,0.0000,0.3333,0.2108,0.2236,0.4216,0.4944,0.4216,0.5000,0.5627,0.3073,0.2108,0.0000,0.3651,0.2236,0.0000,0.0000,0.4014,0.0000,0.0000,0.4787,0.4282,0.2713,0.1667,2.6232,0.0000,0.4473,0.0000,2.4855,0.0000,818.1103,909.2850,0.6146,0.3333
fixed_k2,form_policy_deadline_lookup,6,0.0000,0.0000,0.0833,5.0000,1.0000,3.5000,3.5000,4.1667,5.0000,4.0000,5.0000,1.0000,2.8333,5.0000,5.0000,3.6667,3.6667,4.5000,1.1667,3.1667,3.1667,4.1667,0.0000,4.3333,1.0000,1.0000,2.0000,4.5000,5.0000,5.0000,4.5000,4.3333,4.1667,5.0000,19.1247,1.0000,10.2113,2.0000,43.3257,2.0000,13850.6667,12697.8333,8.3333,9.1667,0.0000,0.0000,0.0401,0.0000,0.0000,0.6708,0.5627,0.4014,0.0000,0.4472,0.0000,0.0000,0.1667,0.0000,0.0000,0.4216,0.5578,0.5000,0.1667,0.3073,0.3073,0.4773,0.0000,0.3333,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,0.5000,0.6667,0.4773,0.0000,3.7815,0.0000,1.1105,0.0000,4.2363,0.0000,1042.3790,1297.4956,0.4216,0.4014
fixed_k2,jurisdiction_resource_lookup,6,0.0000,0.0000,0.0167,5.0000,1.0000,3.8333,3.3333,4.3333,4.8333,3.6667,5.0000,1.0000,3.0000,5.0000,5.0000,2.8333,3.3333,4.1667,1.0000,2.8333,3.0000,3.8333,0.0000,3.6667,1.0000,1.0000,2.0000,4.5000,5.0000,5.0000,5.0000,4.6667,4.5000,5.0000,15.6452,1.0000,10.6733,2.0000,38.9049,2.0000,13482.8333,13220.6667,9.6667,9.8333,0.0000,0.0000,0.0167,0.0000,0.0000,0.3073,0.4216,0.3333,0.1667,0.3333,0.0000,0.0000,0.3651,0.0000,0.0000,0.3073,0.2108,0.3073,0.0000,0.6540,0.3651,0.3073,0.0000,0.3333,0.0000,0.0000,0.0000,0.3416,0.0000,0.0000,0.0000,0.2108,0.3416,0.0000,4.1475,0.0000,0.4964,0.0000,4.5485,0.0000,328.1782,268.6585,0.2108,0.1667
fixed_k2,legal_decision_strategy,6,0.0000,0.0000,0.0000,5.0000,1.0000,2.8333,2.5000,3.6667,4.6667,3.8333,5.0000,1.0000,2.8333,4.9667,4.9667,3.0000,2.6667,3.5000,1.3333,2.6667,3.3333,3.6667,0.0000,3.1667,1.0333,1.0000,2.0000,3.3333,5.0000,5.0000,4.6667,4.0000,4.3333,4.8333,18.1533,1.0000,11.3735,2.0000,40.8545,2.0000,12679.0000,12679.0000,9.6667,10.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3073,0.3416,0.4216,0.2108,0.4014,0.0000,0.0000,0.6009,0.0333,0.0333,0.5164,0.3333,0.5627,0.2108,0.5578,0.4216,0.3333,0.0000,0.3073,0.0333,0.0000,0.0000,0.5578,0.0000,0.0000,0.3333,0.4472,0.2108,0.1667,4.4543,0.0000,0.9708,0.0000,4.6969,0.0000,601.0512,601.0512,0.2108,0.0000
fixed_k2,legal_issue_explanation,6,0.0000,0.0000,0.0333,5.0000,1.0000,3.1667,3.1667,4.1667,4.5000,3.4167,5.0000,1.0000,2.7500,5.0000,4.6667,2.5833,3.0000,3.6667,1.0000,2.6667,3.0000,3.5000,0.0000,3.5000,1.3333,1.0000,2.0000,3.3333,5.0000,5.0000,3.6667,3.6667,3.6667,5.0000,18.3549,1.0000,10.9926,2.0000,40.7456,2.0000,12391.0000,11904.3333,9.0000,9.6667,0.0000,0.0000,0.0211,0.0000,0.0000,0.4014,0.4014,0.4014,0.3416,0.2713,0.0000,0.0000,0.5439,0.0000,0.2108,0.5540,0.5774,0.5578,0.0000,0.5578,0.5774,0.5000,0.0000,0.4282,0.2108,0.0000,0.0000,0.6667,0.0000,0.0000,0.6667,0.6667,0.5578,0.0000,3.8968,0.0000,0.6690,0.0000,4.2770,0.0000,666.3734,588.4765,0.6325,0.2108
fixed_k2,personal_decision_strategy,6,0.0000,0.0000,0.0333,4.8333,1.0000,3.5000,3.0000,4.0000,4.8333,3.8333,5.0000,1.0000,3.5000,4.5000,4.6667,3.1667,3.5000,3.3333,1.3333,3.3333,4.0000,4.0000,0.0000,4.1667,1.5000,1.0000,2.0000,4.3333,5.0000,5.0000,4.6667,4.3333,4.8333,5.0000,19.4970,1.0000,13.3542,2.0000,45.3428,2.0000,13255.3333,12779.6667,9.1667,9.6667,0.0000,0.0000,0.0211,0.1667,0.0000,0.4282,0.3651,0.3651,0.1667,0.3073,0.0000,0.0000,0.5000,0.2236,0.2108,0.4773,0.5000,0.4216,0.3333,0.4216,0.3651,0.2582,0.0000,0.3073,0.2236,0.0000,0.0000,0.4944,0.0000,0.0000,0.3333,0.4944,0.1667,0.0000,1.4714,0.0000,0.7358,0.0000,2.1457,0.0000,227.0256,340.6972,0.1667,0.2108
fixed_k2,product_or_program_comparison,6,0.0000,0.0000,0.1167,4.6667,1.0000,2.5000,2.5000,3.1667,4.5000,3.6667,5.0000,1.1667,2.6667,4.5000,4.5000,2.5000,3.0000,3.6667,1.8333,2.5000,2.8333,3.3333,0.0000,3.5000,1.5000,1.0000,2.0000,3.2500,4.8333,5.0000,4.1667,3.8333,4.6667,5.0000,14.8836,1.0000,10.2214,2.0000,41.0488,2.0000,12124.6667,10469.0000,8.3333,8.8333,0.0000,0.0000,0.0477,0.2108,0.0000,0.5627,0.3416,0.4773,0.2236,0.4944,0.0000,0.1667,0.6146,0.2236,0.2236,0.3416,0.5164,0.3333,0.5426,0.5000,0.6009,0.3333,0.0000,0.5000,0.2236,0.0000,0.0000,0.5737,0.1667,0.0000,0.4014,0.4773,0.2108,0.0000,3.7540,0.0000,0.6783,0.0000,5.6161,0.0000,573.1355,658.0680,0.6667,0.4773
fixed_k2,shopping_product_recommendation,6,0.0000,0.0000,0.0833,4.5000,1.8333,2.6667,2.5000,3.5000,4.6667,3.5000,5.0000,1.0000,4.5000,5.0000,4.8333,2.3333,2.3333,2.8333,2.8333,2.3333,4.6667,3.6667,0.0000,3.3333,1.1667,1.0000,2.0000,3.1667,5.0000,5.0000,4.6667,3.8333,4.5000,5.0000,25.3011,1.0000,12.7172,2.0000,52.4728,2.0000,13467.5000,12341.5000,8.6667,9.1667,0.0000,0.0000,0.0401,0.3416,0.5426,0.4216,0.2236,0.2236,0.2108,0.5627,0.0000,0.0000,0.5000,0.0000,0.1667,0.7149,0.7149,0.7032,0.7032,0.7149,0.3333,0.4216,0.0000,0.5578,0.1667,0.0000,0.0000,0.7032,0.0000,0.0000,0.3333,0.6009,0.3416,0.0000,1.8666,0.0000,0.6614,0.0000,2.8537,0.0000,291.2584,297.8499,0.6146,0.4014
fixed_k2,technical_explanation,6,0.0000,0.0000,0.0000,4.8333,1.3333,3.0000,2.8333,3.6667,4.5000,4.0000,5.0000,1.0000,4.5000,5.0000,5.0000,2.6667,3.0000,3.3333,1.0000,2.6667,4.8333,3.5000,0.0000,4.1667,1.0000,1.0000,2.0000,3.6667,5.0000,5.0000,4.3333,4.1667,4.6667,5.0000,18.3495,1.0000,11.1138,2.0000,41.7697,2.0000,13362.0000,13362.0000,9.8333,10.0000,0.0000,0.0000,0.0000,0.1667,0.3333,0.2582,0.1667,0.3333,0.2236,0.2582,0.0000,0.0000,0.5000,0.0000,0.0000,0.4216,0.5164,0.2108,0.0000,0.4216,0.1667,0.2236,0.0000,0.1667,0.0000,0.0000,0.0000,0.5578,0.0000,0.0000,0.4216,0.5426,0.2108,0.0000,2.2958,0.0000,0.2992,0.0000,2.7924,0.0000,277.1993,277.1993,0.1667,0.0000
fixed_k2,travel_dining,6,0.0000,0.0000,0.0000,4.8333,1.5000,2.6667,2.3333,3.1667,3.6667,3.8333,5.0000,1.0000,3.5000,4.6667,4.8333,2.5000,3.0000,3.6667,1.8333,2.0000,3.5000,3.5000,0.0000,3.6667,1.1667,1.0000,2.0000,2.8333,4.8333,5.0000,3.6667,2.8333,4.1667,4.5000,24.9201,1.0000,12.1368,2.0000,53.9728,2.0000,13152.5000,13152.5000,9.5000,10.0000,0.0000,0.0000,0.0000,0.1667,0.3416,0.2108,0.2108,0.1667,0.2108,0.4773,0.0000,0.0000,0.6708,0.2108,0.1667,0.3416,0.4472,0.4216,0.4773,0.3651,0.6708,0.3416,0.0000,0.4944,0.1667,0.0000,0.0000,0.4773,0.1667,0.0000,0.4944,0.5426,0.4014,0.5000,3.8816,0.0000,0.5932,0.0000,5.9610,0.0000,670.6854,670.6854,0.3416,0.0000
fixed_k4,current_rule_limit_lookup,6,0.0000,0.0000,0.1167,4.5000,1.0000,3.5000,4.5000,4.1667,4.8333,3.8333,5.0000,1.0000,3.0000,5.0000,5.0000,3.0000,4.0000,4.0000,1.3333,3.6667,3.0000,4.1667,0.0000,4.1667,1.0000,1.0000,4.0000,4.0000,4.3333,5.0000,4.6667,4.5000,4.6667,5.0000,27.7279,1.0000,9.7087,4.0000,51.7951,2.0000,25177.8333,22515.6667,15.6667,17.6667,0.0000,0.0000,0.0441,0.5000,0.0000,0.6191,0.5000,0.4773,0.1667,0.3073,0.0000,0.0000,0.5164,0.0000,0.0000,0.3651,0.3651,0.5164,0.2108,0.4944,0.5164,0.4014,0.0000,0.3073,0.0000,0.0000,0.0000,0.4472,0.6667,0.0000,0.3333,0.3416,0.3333,0.0000,5.7415,0.0000,0.4466,0.0000,6.6707,0.0000,669.4818,844.4016,1.5202,0.8819
