method,task_category,sample_count,assessor_calls_mean,assessor_latency_mean,duplicate_url_rate_mean,fanout_faithfulness_to_user_query_mean,fanout_overpersonalization_risk_mean,fanout_persona_field_use_mean,fanout_query_diversity_mean,fanout_query_specificity_mean,fanout_search_realism_mean,final_actionability_without_overclaiming_mean,final_citation_support_mean,final_contradiction_with_evidence_mean,final_domain_safety_mean,final_evidence_usage_quality_mean,final_groundedness_mean,final_intent_satisfaction_mean,final_missing_constraint_awareness_mean,final_non_genericness_mean,final_overpersonalization_mean,final_personalization_target_use_mean,final_safety_mean,final_specificity_mean,final_uncertainty_calibration_mean,final_unsupported_claim_risk_mean,planner_calls_mean,realized_k_mean,retrieval_constraint_coverage_mean,retrieval_disconfirming_coverage_mean,retrieval_distractor_robustness_mean,retrieval_evidence_relevance_mean,retrieval_result_persona_fit_mean,retrieval_source_quality_mean,retrieval_unsafe_or_overpersonalized_retrieval_risk_mean,search_latency_mean,synthesis_calls_mean,synthesis_latency_mean,tavily_calls_mean,total_latency_mean,total_llm_calls_mean,total_retrieved_context_size_mean,total_synthesis_context_size_mean,unique_domains_mean,unique_urls_mean,assessor_calls_sem,assessor_latency_sem,duplicate_url_rate_sem,fanout_faithfulness_to_user_query_sem,fanout_overpersonalization_risk_sem,fanout_persona_field_use_sem,fanout_query_diversity_sem,fanout_query_specificity_sem,fanout_search_realism_sem,final_actionability_without_overclaiming_sem,final_citation_support_sem,final_contradiction_with_evidence_sem,final_domain_safety_sem,final_evidence_usage_quality_sem,final_groundedness_sem,final_intent_satisfaction_sem,final_missing_constraint_awareness_sem,final_non_genericness_sem,final_overpersonalization_sem,final_personalization_target_use_sem,final_safety_sem,final_specificity_sem,final_uncertainty_calibration_sem,final_unsupported_claim_risk_sem,planner_calls_sem,realized_k_sem,retrieval_constraint_coverage_sem,retrieval_disconfirming_coverage_sem,retrieval_distractor_robustness_sem,retrieval_evidence_relevance_sem,retrieval_result_persona_fit_sem,retrieval_source_quality_sem,retrieval_unsafe_or_overpersonalized_retrieval_risk_sem,search_latency_sem,synthesis_calls_sem,synthesis_latency_sem,tavily_calls_sem,total_latency_sem,total_llm_calls_sem,total_retrieved_context_size_sem,total_synthesis_context_size_sem,unique_domains_sem,unique_urls_sem
fixed_k1,technical_explanation,6,0.0000,0.0000,0.0000,4.5000,1.0000,1.0000,1.0000,2.0000,4.5000,4.0000,5.0000,1.0000,5.0000,4.3333,4.2500,2.6667,3.0000,2.8333,1.3333,2.8333,5.0000,3.1667,4.3333,1.7500,0.8333,1.0000,2.6667,5.0000,5.0000,4.3333,2.6667,3.5000,5.0000,1.4807,1.0000,8.9475,1.0000,51.2049,1.8333,6605.0000,6605.0000,5.0000,5.0000,0.0000,0.0000,0.0000,0.3416,0.0000,0.0000,0.0000,0.0000,0.2236,0.3651,0.0000,0.0000,0.0000,0.3333,0.3096,0.5578,0.5164,0.4773,0.3333,0.4773,0.0000,0.4773,0.3333,0.3096,0.1667,0.0000,0.5578,0.0000,0.0000,0.2108,0.6146,0.5000,0.0000,0.5740,0.0000,0.6518,0.0000,8.6251,0.1667,351.8790,351.8790,0.0000,0.0000
fixed_k1,travel_dining,6,0.0000,0.0000,0.0000,5.0000,1.0000,1.0000,1.0000,2.0000,4.8333,3.1667,5.0000,1.0000,3.3333,4.9667,4.8000,1.8333,2.5000,3.1667,2.3333,1.5000,3.8333,3.1667,3.1667,1.2500,1.0000,1.0000,1.5000,5.0000,5.0000,3.6667,1.5000,3.5000,5.0000,2.3011,1.0000,9.1482,1.0000,69.7808,2.0000,6295.6667,6295.6667,5.0000,5.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1667,0.4773,0.0000,0.0000,0.7601,0.0333,0.1633,0.4014,0.7188,0.3073,0.7149,0.2236,0.7491,0.1667,0.6009,0.1708,0.0000,0.0000,0.3416,0.0000,0.0000,0.4944,0.3416,0.2236,0.0000,0.4078,0.0000,0.3463,0.0000,7.4359,0.0000,349.5709,349.5709,0.0000,0.0000
fixed_k2,current_rule_limit_lookup,6,0.0000,0.0000,0.0500,4.5000,1.5000,2.1667,2.1667,2.6667,4.6667,3.1667,5.0000,1.0000,2.5000,5.0000,5.0000,2.8333,3.8333,3.6667,1.6667,3.8333,3.0000,4.1667,4.0000,1.0000,1.0000,2.0000,4.1667,5.0000,5.0000,4.1667,3.8333,4.3333,5.0000,3.7329,1.0000,8.7900,2.0000,70.2069,2.0000,12956.6667,12268.0000,8.6667,9.5000,0.0000,0.0000,0.0342,0.3416,0.3416,0.4014,0.1667,0.3333,0.2108,0.3073,0.0000,0.0000,0.5627,0.0000,0.0000,0.4773,0.6540,0.5578,0.6667,0.6540,0.5164,0.4773,0.6831,0.0000,0.0000,0.0000,0.6540,0.0000,0.0000,0.5426,0.5426,0.4944,0.0000,0.4410,0.0000,0.4786,0.0000,5.5489,0.0000,208.1762,598.6023,0.3333,0.3416
fixed_k2,financial_concept_explanation,6,0.0000,0.0000,0.0500,4.3333,1.6667,2.8333,2.6667,3.8333,4.6667,4.1667,5.0000,1.0000,3.5000,4.8333,4.8333,3.1667,3.5000,3.5000,1.0000,3.3333,3.6667,4.0000,4.1667,1.1667,1.0000,2.0000,4.5000,5.0000,5.0000,5.0000,4.3333,4.8333,5.0000,3.5915,1.0000,10.2031,2.0000,64.6494,2.0000,12775.5000,12071.8333,9.3333,9.5000,0.0000,0.0000,0.0342,0.4216,0.4944,0.3073,0.2108,0.3073,0.2108,0.1667,0.0000,0.0000,0.6191,0.1667,0.1667,0.4773,0.2236,0.5627,0.0000,0.5578,0.4944,0.4472,0.3073,0.1667,0.0000,0.0000,0.3416,0.0000,0.0000,0.0000,0.3333,0.1667,0.0000,0.3064,0.0000,0.4821,0.0000,4.3476,0.0000,775.1517,690.8155,0.4216,0.3416
fixed_k2,financial_decision_strategy,6,0.0000,0.0000,0.0000,4.6667,1.3333,2.5000,2.3333,3.1667,4.6667,3.8333,5.0000,1.1667,2.8333,4.5000,4.6667,3.1667,3.0000,3.6667,1.0000,3.1667,2.8333,4.0000,3.3333,1.3333,1.0000,2.0000,3.6667,5.0000,5.0000,4.8333,3.8333,4.6667,4.8333,3.6325,1.0000,9.2240,2.0000,71.5110,2.0000,11512.0000,11512.0000,9.0000,10.0000,0.0000,0.0000,0.0000,0.3333,0.3333,0.2236,0.2108,0.4014,0.2108,0.1667,0.0000,0.1667,0.3073,0.2236,0.2108,0.4773,0.2582,0.4944,0.0000,0.6540,0.3073,0.3651,0.2108,0.2108,0.0000,0.0000,0.2108,0.0000,0.0000,0.1667,0.3073,0.2108,0.1667,0.5428,0.0000,0.4410,0.0000,6.8263,0.0000,1202.4969,1202.4969,0.6325,0.0000
fixed_k2,form_policy_deadline_lookup,6,0.0000,0.0000,0.0667,5.0000,1.0000,3.6667,3.5000,3.8333,4.6667,3.6667,4.6667,1.0000,2.6667,4.4667,4.3000,3.5000,3.6667,4.5000,1.0000,3.3333,2.6667,4.0000,3.8333,1.7500,1.0000,2.0000,4.0000,5.0000,5.0000,4.5000,4.1667,4.5000,5.0000,2.9618,1.0000,9.0808,2.0000,79.1767,2.0000,12974.1667,12058.1667,8.5000,9.3333,0.0000,0.0000,0.0333,0.0000,0.0000,0.4944,0.4282,0.4773,0.3333,0.4216,0.3333,0.0000,0.4216,0.4944,0.4865,0.3416,0.5578,0.3416,0.0000,0.4944,0.4216,0.5164,0.4773,0.4787,0.0000,0.0000,0.6325,0.0000,0.0000,0.3416,0.5426,0.3416,0.0000,0.3064,0.0000,0.3525,0.0000,4.8895,0.0000,629.6030,668.1386,0.4282,0.3333
fixed_k2,jurisdiction_resource_lookup,6,0.0000,0.0000,0.0500,5.0000,1.0000,3.1667,3.1667,4.0000,5.0000,3.1667,5.0000,1.0000,2.6667,5.0000,5.0000,2.6667,3.1667,3.5000,1.0000,2.1667,2.6667,3.5000,3.3333,1.0000,1.0000,2.0000,4.1667,5.0000,5.0000,4.6667,4.5000,4.1667,5.0000,3.4376,1.0000,9.9439,2.0000,68.7365,2.0000,13044.6667,12483.3333,9.5000,9.5000,0.0000,0.0000,0.0342,0.0000,0.0000,0.4773,0.4773,0.2582,0.0000,0.1667,0.0000,0.0000,0.4944,0.0000,0.0000,0.2108,0.3073,0.2236,0.0000,0.4014,0.4944,0.2236,0.4216,0.0000,0.0000,0.0000,0.4014,0.0000,0.0000,0.2108,0.3416,0.4773,0.0000,0.6028,0.0000,0.6143,0.0000,9.2743,0.0000,685.0537,726.3220,0.3416,0.3416
fixed_k2,legal_decision_strategy,6,0.0000,0.0000,0.0000,5.0000,1.3333,2.3333,2.5000,3.0000,4.6667,3.5000,5.0000,1.0000,2.6667,5.0000,5.0000,2.5000,2.3333,3.3333,1.3333,2.5000,2.6667,3.3333,3.0000,1.0000,1.0000,2.0000,3.3333,5.0000,5.0000,4.5000,3.6667,4.3333,5.0000,2.6740,1.0000,10.1671,2.0000,58.0370,2.0000,12837.8333,12837.8333,10.0000,10.0000,0.0000,0.0000,0.0000,0.0000,0.3333,0.2108,0.2236,0.2582,0.2108,0.3416,0.0000,0.0000,0.3333,0.0000,0.0000,0.3416,0.2108,0.4216,0.3333,0.5627,0.3333,0.3333,0.2582,0.0000,0.0000,0.0000,0.5578,0.0000,0.0000,0.2236,0.4216,0.3333,0.0000,0.2431,0.0000,0.3365,0.0000,1.6976,0.0000,446.7015,446.7015,0.0000,0.0000
fixed_k2,legal_issue_explanation,6,0.0000,0.0000,0.0667,4.8333,1.3333,2.3333,2.1667,3.3333,4.3333,3.5000,5.0000,1.0000,2.8333,4.8333,4.8333,2.8333,2.8333,3.6667,1.5000,2.3333,3.0000,3.3333,3.5000,1.1667,1.0000,2.0000,3.6667,5.0000,5.0000,4.6667,4.3333,3.6667,5.0000,2.4653,1.0000,10.4499,2.0000,66.2558,2.0000,13300.6667,12309.1667,9.1667,9.3333,0.0000,0.0000,0.0422,0.1667,0.3333,0.2108,0.1667,0.2108,0.3333,0.3416,0.0000,0.0000,0.5426,0.1667,0.1667,0.4773,0.4773,0.3333,0.5000,0.6146,0.5164,0.3333,0.4282,0.1667,0.0000,0.0000,0.4944,0.0000,0.0000,0.3333,0.3333,0.4944,0.0000,0.3678,0.0000,0.7049,0.0000,7.1350,0.0000,398.7875,575.7170,0.4014,0.4216
fixed_k2,personal_decision_strategy,6,0.0000,0.0000,0.0333,5.0000,1.0000,2.8333,2.5000,3.3333,4.8333,3.6667,5.0000,1.0000,3.8333,5.0000,5.0000,2.3333,2.8333,2.5000,2.0000,2.3333,3.8333,3.1667,3.6667,1.1667,1.0000,2.0000,4.0000,5.0000,5.0000,4.8333,4.3333,4.6667,5.0000,4.1005,1.0000,10.8753,2.0000,62.3240,2.0000,13345.6667,12939.3333,9.5000,9.6667,0.0000,0.0000,0.0211,0.0000,0.0000,0.3073,0.2236,0.2108,0.1667,0.2108,0.0000,0.0000,0.6009,0.0000,0.0000,0.2108,0.4773,0.2236,0.4472,0.5578,0.4773,0.1667,0.2108,0.1667,0.0000,0.0000,0.3651,0.0000,0.0000,0.1667,0.3333,0.2108,0.0000,0.7133,0.0000,0.8790,0.0000,0.9974,0.0000,186.1850,263.4661,0.2236,0.2108
fixed_k2,product_or_program_comparison,6,0.0000,0.0000,0.0000,4.1667,1.1667,2.0000,2.3333,2.8333,4.6667,3.6667,5.0000,1.0000,2.6667,5.0000,5.0000,2.8333,2.5000,3.3333,1.5000,2.6667,3.0000,3.1667,3.3333,1.1667,1.0000,2.0000,3.8333,5.0000,5.0000,4.8333,4.1667,5.0000,5.0000,2.8326,1.0000,10.0425,2.0000,80.8457,2.0000,12179.3333,12179.3333,9.0000,10.0000,0.0000,0.0000,0.0000,0.4014,0.1667,0.2582,0.2108,0.4014,0.2108,0.3333,0.0000,0.0000,0.3333,0.0000,0.0000,0.3073,0.5000,0.3333,0.3416,0.5578,0.3651,0.3073,0.4216,0.1667,0.0000,0.0000,0.4014,0.0000,0.0000,0.1667,0.3073,0.0000,0.0000,0.1866,0.0000,0.6391,0.0000,8.8377,0.0000,1068.3432,1068.3432,0.2582,0.0000
fixed_k2,shopping_product_recommendation,6,0.0000,0.0000,0.0185,5.0000,1.3333,2.3333,2.1667,3.3333,4.6667,4.5000,5.0000,1.0000,4.6667,5.0000,5.0000,3.1667,3.6667,3.5000,1.6667,2.3333,4.6667,4.0000,4.3333,1.0000,1.0000,2.0000,3.6667,5.0000,5.0000,5.0000,4.1667,5.0000,5.0000,4.0721,1.0000,10.2560,2.0000,72.2992,2.0000,13432.3333,13263.5000,9.3333,9.6667,0.0000,0.0000,0.0185,0.0000,0.3333,0.3333,0.1667,0.2108,0.2108,0.2236,0.0000,0.0000,0.3333,0.0000,0.0000,0.4773,0.4216,0.4282,0.4216,0.6146,0.3333,0.2582,0.2108,0.0000,0.0000,0.0000,0.6667,0.0000,0.0000,0.0000,0.6540,0.0000,0.0000,0.6924,0.0000,0.7436,0.0000,6.3589,0.0000,994.6644,1086.5414,0.3333,0.3333
fixed_k2,technical_explanation,6,0.0000,0.0000,0.0167,5.0000,1.1667,2.6667,2.5000,3.0000,4.5000,4.1667,5.0000,1.0000,4.8333,4.8333,4.6667,3.1667,3.3333,3.1667,1.0000,3.1667,4.8333,3.5000,4.3333,1.3333,0.8333,2.0000,3.8333,5.0000,5.0000,4.8333,4.3333,4.3333,5.0000,2.8550,1.0000,10.3357,2.0000,53.9675,1.8333,13060.6667,12833.3333,9.5000,9.8333,0.0000,0.0000,0.0167,0.0000,0.1667,0.4944,0.2236,0.3651,0.2236,0.4014,0.0000,0.0000,0.1667,0.1667,0.2108,0.4773,0.6667,0.4773,0.0000,0.4773,0.1667,0.4282,0.3333,0.2108,0.1667,0.0000,0.3073,0.0000,0.0000,0.1667,0.3333,0.3333,0.0000,1.0141,0.0000,0.7291,0.0000,9.1753,0.1667,322.3975,404.0157,0.2236,0.1667
fixed_k2,travel_dining,6,0.0000,0.0000,0.0167,4.8333,1.3333,2.1667,2.1667,2.6667,4.0000,3.1667,4.8333,1.0000,3.5000,4.6667,4.6667,2.3333,2.6667,3.1667,2.0000,2.0000,3.8333,3.0000,2.8333,1.3333,1.0000,2.0000,2.6667,4.3333,5.0000,3.6667,3.3333,4.0000,5.0000,4.7264,1.0000,11.1320,2.0000,74.1899,2.0000,12417.6667,12224.1667,9.5000,9.8333,0.0000,0.0000,0.0167,0.1667,0.2108,0.1667,0.1667,0.3333,0.2582,0.5426,0.1667,0.0000,0.7188,0.3333,0.3333,0.3333,0.3333,0.4014,0.6831,0.2582,0.6540,0.2582,0.4014,0.3333,0.0000,0.0000,0.4216,0.6667,0.0000,0.3333,0.4216,0.5164,0.0000,0.7930,0.0000,0.5928,0.0000,7.6541,0.0000,1389.7940,1400.5680,0.2236,0.1667
fixed_k4,current_rule_limit_lookup,6,0.0000,0.0000,0.1500,4.3333,1.1667,3.0000,4.3333,3.5000,4.8333,3.1667,5.0000,1.0000,2.6667,5.0000,5.0000,2.8333,3.8333,3.6667,2.3333,3.8333,3.0000,4.0000,3.8333,1.0000,1.0000,4.0000,4.5000,4.8333,5.0000,4.5000,4.1667,4.6667,5.0000,6.5220,1.0000,10.1813,4.0000,74.3873,2.0000,26642.1667,22556.5000,13.8333,17.0000,0.0000,0.0000,0.0342,0.4216,0.1667,0.5164,0.3333,0.5627,0.1667,0.3073,0.0000,0.0000,0.4944,0.0000,0.0000,0.6009,0.7491,0.6146,0.7149,0.7491,0.5164,0.5164,0.6009,0.0000,0.0000,0.0000,0.5000,0.1667,0.0000,0.3416,0.4014,0.3333,0.0000,0.3983,0.0000,0.7128,0.0000,5.3946,0.0000,387.3453,902.9743,0.3073,0.6831
